alphabet;90891;"Question Mark (grey)";26e6645a440f73bfb8d274f4a1b0cd0271f52233abd07a477b1e7dd7e84b4bd;0;"Punctuation Mark"
alphabet;90892;"Question Mark (purple)";2fcac6928e0c09f22063166cf1ebca8302157688c7b088f7e424e93c9e4e840c;0;"Punctuation Mark"
alphabet;90893;"White Arrow";7a6ca45c1b029410975cc0b761216c4a054e71a1d12851f9404281a96a347b79;0;"Arrow|Font (White)"
alphabet;90894;"Smooth Stone Arrow";7586ad84e4f8fd6fc48e217e79112c5a60640b3a62c78fcf5e338c38ac75b4fe;0;"Arrow|Font (Cleanstone)"
alphabet;90895;"Smooth Stone Backward";533ad5c22db16435daad61590aba51d9379142dd556d6c422a7110ca3abea50;0;"Arrow|Font (Cleanstone)"
alphabet;90896;"Smooth Stone Forward";8e403cc7bbac73670bd543f6b0955bae7b8e9123d83bd760f6204c5afd8be7e1;0;"Arrow|Font (Cleanstone)"
alphabet;91995;Monitor;8e752a8ac734704f3f26184110232e420c5f2f7996c98f356d1293b90e8d6603;0;"Monitor|Font (Monitor 2)"
alphabet;94636;"Forest Green 0";bdb01a3077562843090e030ee7b4a8634e6fc2d53e4603a34f28f5f2adc3371d;0;"Number|Font (Forest Green)"
alphabet;94637;"Forest Green 1";7e69b5cfebe05dd43050277e5be83c807b45ade30e08291f6867c723e854b482;0;"Number|Font (Forest Green)"
alphabet;94638;"Forest Green 2";43dbcd32b55e8bbc363a7497f0757638a7bb078be07f362d11128cf4288a6bcc;0;"Number|Font (Forest Green)"
alphabet;94639;"Forest Green 3";3c29e477401889c9e263cd49ec4c98805401499b27c954614201018b9170076d;0;"Number|Font (Forest Green)"
alphabet;94640;"Forest Green 4";4d86f0a05dc6fa76bc46c4e3c121b4e0b95178228084747cad67e51d9c5e6bab;0;"Number|Font (Forest Green)"
alphabet;94641;"Forest Green 5";93f1c35240d4df8a2e5f8159347a1d42fb7bdd50c90de95af306841825d72bbd;0;"Number|Font (Forest Green)"
alphabet;94642;"Forest Green 6";4f1ba5599722dba61d16f75961fe094de451d51b7ddf087bdce41ef93196d816;0;"Number|Font (Forest Green)"
alphabet;94643;"Forest Green 7";108b88efa0fb1fd23013aa136acc1af44bded5f3ae417ef7f6d47b4f2c4550a3;0;"Number|Font (Forest Green)"
alphabet;94644;"Forest Green 8";915fd1b7c63773f9324536e48cbd0ac101e2c18cabaa55993c55db02a86e196a;0;"Number|Font (Forest Green)"
alphabet;94645;"Forest Green 9";8143f22c09c88c41fb0c4d6ff24f497d8c286345a0df6998a050cf9759a72d1a;0;"Number|Font (Forest Green)"
alphabet;94646;"Forest Green 10";1e62600ccd7321013e648aec8b4d6d53171c03361d8280fdc6e74e702a1800f5;0;"Number|Font (Forest Green)"
alphabet;94647;"Forest Green 11";5dafb705bcbde8de6e7e6dd5c01f587de11a169d0abb1ce1a25d1737692f1c43;0;"Number|Font (Forest Green)"
alphabet;94648;"Forest Green 12";8f11111f5478ac1755d652d4e336e6dd6cb21f0e9a07162eb05cd9a2c3be0980;0;"Number|Font (Forest Green)"
alphabet;94649;"Forest Green 13";fb82e36f858879fbb7f32c05e28ed959e796c88c184cbd6fc36b0e2aed1e9de0;0;"Number|Font (Forest Green)"
alphabet;94650;"Forest Green 14";182f4c66afcd469561e838f646ccdd38a9a6aabe1fd9bbf33966a3c28d631d7f;0;"Number|Font (Forest Green)"
alphabet;94651;"Forest Green 15";97a4bce753e9e554cfff718fb82b04100bd94c4d28f6d8e20e2a606d7e362553;0;"Number|Font (Forest Green)"
alphabet;94652;"Forest Green 16";599c5b549813c6893ecfd26c67260b98655aa89f9eda67fa77ec64e29f6f1403;0;"Number|Font (Forest Green)"
alphabet;94653;"Forest Green 17";970638a44e488cd785840eb4fa9f210d37038332bef613ad0f09b83085abee51;0;"Number|Font (Forest Green)"
alphabet;94654;"Forest Green 18";2cab871e2497f4c41cc03d2978e99f5c370bb72ced66b97af98533a6fd5f7814;0;"Number|Font (Forest Green)"
alphabet;94655;"Forest Green 19";d388b292b06cc1efba9cc9a016e59583b51921d7183c43635ecebed5bb4ae99e;0;"Number|Font (Forest Green)"
alphabet;94656;"Forest Green 20";24065cd17b34b462b7211e6137f1fd5b1b7c7ae4cfcc595c0e4c7456c2abfdb6;0;"Number|Font (Forest Green)"
alphabet;94657;"Forest Green Ampersand";e0a6cf8bfe9b2c1dd6cc358f85c789518eaf7e8a9f77df4593a6e3f15983fc8f;0;"Punctuation Mark|Font (Forest Green)"
alphabet;94658;"Forest Green Apostrophe";2dab2d0e6293bf9928f1e4036fd4d7ec1b10cdda3ab33ade901233ca522decc4;0;"Punctuation Mark|Font (Forest Green)"
alphabet;94659;"Forest Green Quote";3f4293ea82988e246a6dadb58c9077d7aecaca8880dfefbf0fa44a18ac59f728;0;"Punctuation Mark|Font (Forest Green)"
